rider_id,rider_name,sign_up
1602,Karan Sami,04/01/24
1603,Tara Bumb,04/03/24
1604,Andrew Rana,19/12/24
1605,Aditya Majumdar,03/01/24
1606,Ekbal Dewan,11/07/24
1607,Ekta Cheema,15/10/23
1608,Urvashi Muni,03/08/23
1609,Ekta Mall,07/12/24
1610,Max Dyal,09/09/24
1611,Dayamai Vora,25/02/25
1612,Upadhriti Palla,09/05/24
1613,Gunbir Sahni,17/05/25
1614,Vrinda Prasad,24/09/23
1615,Parth Pathak,22/06/24
1616,Nitara Badami,14/04/24
1617,Januja Sachdev,19/03/25
1618,Lakshmi Palla,03/10/24
1619,Hamsini Kant,22/02/25
1620,Mitali Dube,30/04/24
1621,Harini Murty,20/04/25
1622,Darpan Sachdeva,10/09/24
1623,Banjeet Sibal,21/09/24
1624,Devika Date,04/02/25
1625,Jeremiah Kaul,17/09/24
1626,Liam Pillai,03/11/24
1627,Tamanna Gaba,16/02/24
1628,Laksh Ramesh,20/02/25
1629,Baghyawati Kibe,13/10/23
1630,Bhavini Gala,21/11/24
1631,Max Kashyap,31/01/24
1632,Vrinda Saxena,02/10/23
1633,Zaitra Hayre,02/10/24
1634,Urmi Padmanabhan,11/02/24
1635,Januja Goswami,25/05/25
1636,Chaitaly Mall,20/09/23
1637,Tarak Varty,03/04/25
1638,Daksh Bansal,17/02/25
1639,Teerth Shere,19/02/24
1640,Chandani Jain,02/10/23
1641,Abhiram Pant,18/11/23
1642,Nirja Raj,09/04/25
1643,Meghana Sibal,20/06/24
1644,Divya Chadha,06/07/23
1645,Nikita Kale,31/03/24
1646,Balvan Karnik,04/10/24
1647,Manbir Dhar,26/07/24
1648,Damyanti Nayar,18/12/24
1649,Jalsa Rana,11/05/25
1650,Reva Badal,13/07/24
1651,Zansi Chana,02/06/24
1652,Vedhika Ghose,31/12/23
1653,Irya Handa,06/09/24
1654,Tarak Sule,06/01/24
1655,Aahana Chaudhari,30/03/25
1656,Ojas Krish,11/03/24
1657,Nidra Dhawan,10/01/24
1658,Agastya Keer,10/06/23
1659,Balvan Singhal,18/11/24
1660,Chanakya Sethi,14/07/23
1661,Balhaar Chacko,01/10/23
1662,Reva Tak,22/08/23
1663,Yutika Ranganathan,01/12/23
1664,Yuvraj Pillai,11/03/25
1665,Hemang Baral,17/01/24
1666,Hemang Deshmukh,04/08/23
1667,Bachittar Kannan,04/07/24
1668,Gayathri Bandi,04/09/24
1669,Chanakya Gopal,28/05/23
1670,Adya Bhardwaj,01/07/24
1671,Reva Mukhopadhyay,20/10/23
1672,Nikita Mangal,30/08/24
1673,Ishita Chauhan,11/04/25
1674,Pushti Chakrabarti,28/08/24
1675,Tanay Nigam,07/04/25
1676,Diya Dhawan,29/01/24
1677,Suhani Goswami,19/03/24
1678,Warda Sankar,12/06/24
1679,Osha Sachdeva,14/04/24
1680,Ekanta Purohit,20/04/25
1681,Kashvi Dewan,04/09/23
1682,Harish Jain,25/04/25
1683,Megha Kothari,21/01/25
1684,Aishani Setty,17/08/24
1685,Xalak Thaker,24/10/23
1686,Mitesh Chadha,03/10/23
1687,Veda Mammen,12/05/25
1688,Falguni Magar,01/05/25
1689,Jeet Chaudhari,04/10/24
1690,Hamsini Hayer,07/10/24
1691,Anmol Lata,26/02/25
1692,Vasatika Contractor,05/07/24
1693,Ekanta Karan,08/03/25
1694,Omya Ravel,25/07/24
1695,Azaan Hegde,05/05/24
1696,Jhalak Desai,27/05/24
1697,Gaurangi Om,22/08/23
1698,Leena Bassi,28/10/24
1699,Ekiya Ahluwalia,22/02/25
1700,Eshana Trivedi,26/04/25
1701,Manan Sandal,03/09/24
1702,Pahal Sule,03/04/25
1703,Nachiket Behl,09/06/23
1704,Nihal Baral,25/01/24
1705,Charvi Ranganathan,10/06/24
1706,Veer Suri,15/03/25
1707,Faqid Kara,28/12/24
1708,Faras Raj,01/04/25
1709,Zinal Wason,02/04/25
1710,Harish Singhal,03/01/24
1711,Varenya Khanna,07/11/23
1712,Avi Kata,01/12/24
1713,Ishwar Talwar,27/05/25
1714,Warda Saini,10/02/24
1715,Hitesh Nayak,12/06/24
1716,Xalak Samra,01/11/24
1717,Ekani Gade,15/07/24
1718,Yachana Kamdar,21/08/23
1719,Guneet Pandey,14/08/24
1720,Anya Dora,03/09/23
1721,Ikshita Bala,01/12/23
1722,Rehaan Ganguly,11/05/25
1723,Bina Gandhi,19/07/23
1724,Eiravati Khalsa,27/12/24
1725,Warinder Rama,11/06/24
1726,Hiral Sachdeva,15/07/24
1727,Ikshita Patla,30/05/23
1728,Anya Munshi,28/06/23
1729,Qushi Chaudry,12/09/23
1730,Chanakya Dey,26/12/24
1731,Amrita Bhagat,11/12/24
1732,Nihal Mukhopadhyay,31/08/24
1733,Yatin More,07/09/24
1734,Gopal Talwar,13/10/24
1735,Inaya Hans,08/11/23
1736,Lakshit Goel,11/04/25
1737,Vinaya Comar,05/07/23
1738,Aashi Bhat,03/01/24
1739,Inaya Bala,06/11/23
1740,Mitali Char,19/10/24
1741,Panini Chanda,10/09/23
1742,Vedhika Pant,02/11/24
1743,Rishi Vohra,05/12/24
1744,Chakradhar Sama,02/04/25
1745,Agastya Dhillon,04/09/23
1746,Nirja Kumar,05/03/25
1747,Nidra Mangal,06/02/25
1748,Zayan Singh,10/04/24
1749,Jagrati Basu,27/10/24
1750,Jonathan Goyal,28/05/24
1751,Chatresh Chander,16/07/23
1752,Yoshita Mutti,17/04/25
1753,Bhavani Ramaswamy,04/04/25
1754,Upadhriti Panchal,12/11/23
1755,Avi Kota,29/08/24
1756,Sai Datta,08/04/24
1757,Abhimanyu Sehgal,22/09/23
1758,Krish Sem,08/02/25
1759,Simon Bala,01/12/23
1760,Ekaja Kapadia,05/03/24
1761,Vedika Memon,27/11/24
1762,Max Jayaraman,01/05/25
1763,Kabir Bhargava,21/09/23
1764,Vedika Sharma,05/02/24
1765,Chameli Hari,06/12/23
1766,Vritti Mital,15/05/24
1767,Riya Behl,08/01/25
1768,Chandran Singhal,03/01/24
1769,Benjamin Bawa,21/11/24
1770,Indali Sodhi,20/11/23
1771,Hredhaan Bahri,19/06/24
1772,Agastya Khalsa,30/09/23
1773,Mohammed Dugar,23/11/23
1774,Jai Dyal,02/09/23
1775,Jonathan Chana,03/04/24
1776,Ekansh Prabhu,20/06/24
1777,Ekalinga Sastry,29/12/24
1778,Ishita Sarma,21/08/24
1779,Inaya Minhas,13/11/24
1780,Yutika Doctor,26/01/25
1781,Wyatt Patel,13/05/25
1782,Edhitha Cherian,13/03/25
1783,Sachi Bhagat,07/06/23
1784,Yagnesh Chahal,05/12/23
1785,Harita Srinivas,25/02/24
1786,Shivansh Munshi,29/12/23
1787,Yashica Edwin,26/05/24
1788,Netra De,07/08/24
1789,Harita Tank,10/01/24
1790,Varsha Suri,07/06/23
1791,Umang Kale,08/06/24
1792,Ekapad Patel,19/03/24
1793,Netra Gulati,30/06/23
1794,Bina Swamy,14/12/24
1795,Vidhi Biswas,07/12/24
1796,Lucky Sastry,19/11/23
1797,Harshil Varkey,22/07/24
1798,Zansi Thakkar,03/10/23
1799,Libni Agrawal,09/03/24
1800,Chatura Sangha,24/11/24
1801,Theodore Sehgal,17/04/24
1802,Vidhi Mukherjee,09/02/24
1803,Samaksh Palan,27/12/24
1804,Aahana Kohli,19/12/23
1805,Eta Kumar,30/04/25
1806,Udyati Mahajan,28/03/24
1807,Bhavika Borde,30/08/24
1808,Aarnav Khare,06/01/24
1809,Ekavir Kaul,07/10/24
1810,Baljiwan Ahluwalia,03/02/25
1811,Naksh Bava,08/05/25
1812,Manan Nagarajan,03/08/24
1813,Wakeeta Kota,16/05/25
1814,Anay Brar,29/10/24
1815,Bakhshi Jayaraman,31/01/25
1816,Osha Arora,31/05/23
1817,Chakradev Seshadri,23/04/24
1818,Gunbir Amble,16/02/25
1819,Alexander Tara,15/03/25
1820,Chaitanya Choudhry,02/10/23
1821,Gopal Agrawal,15/06/24
1822,Eiravati Wable,30/05/23
1823,Jagdish Raj,19/07/23
1824,Janaki Bains,24/02/24
1825,Ridhi Randhawa,16/05/24
1826,Pahal Nanda,19/09/24
1827,Unni Pillay,06/04/24
1828,Harita Krishna,29/07/24
1829,Frado Doctor,02/01/25
1830,Vivaan Khurana,17/09/24
1831,Ishwar Morar,03/06/24
1832,Yutika Dar,10/09/23
1833,Pratyush Chokshi,08/06/24
1834,Gauri Sankar,28/12/23
1835,Kevin Solanki,28/10/24
1836,Gagan Gokhale,30/06/23
1837,Sai Sunder,17/03/25
1838,Nakul Dey,23/12/24
1839,Nidhi Bava,26/01/24
1840,Diya Pandit,07/12/24
1841,Ansh Kade,19/04/25
1842,Devika Badal,20/02/24
1843,Kamya Dewan,11/10/23
1844,Theodore Choudhary,29/12/23
1845,Pallavi Sharaf,21/03/24
1846,Eesha Shanker,15/05/24
1847,Ishwar Bajwa,29/07/24
1848,Tanay Balakrishnan,14/06/24
1849,Umang Varma,29/01/24
1850,Dipta Dada,10/11/24
1851,Oeshi Nagy,20/06/23
1852,Idika Choudhary,28/10/24
1853,Udyati Sidhu,29/05/23
1854,Rayaan Rastogi,18/02/25
1855,Upma Ganesh,26/03/24
1856,Harshil Dhaliwal,08/03/24
1857,Parth Pradhan,31/03/25
1858,Ikbal Majumdar,03/09/23
1859,Chaitanya Ram,07/05/25
1860,Yatin Om,20/05/24
1861,Gavin Tara,12/10/24
1862,Sudiksha Kara,16/07/23
1863,Arunima Cheema,08/07/23
1864,Falak Madan,02/08/24
1865,Gautami Halder,08/04/25
1866,Manthan Bir,11/06/23
1867,Onveer Parikh,31/12/24
1868,Inaya Kamdar,26/05/25
1869,Vritti Saini,20/02/25
1870,Yatan Nath,04/05/24
1871,Christopher Banerjee,19/06/24
1872,Balhaar Patla,23/07/23
1873,Qasim Roy,09/01/25
1874,Amrita Tandon,10/01/24
1875,William Baral,08/04/25
1876,Daksh Sachar,20/10/24
1877,Libni Sastry,14/12/23
1878,Ucchal Chand,26/03/25
1879,Nitara Din,30/04/24
1880,Hemani Ghosh,23/04/24
1881,Megha Bhatti,07/04/24
1882,Noah Sharma,22/02/25
1883,Balhaar Shere,28/08/24
1884,Varenya Andra,21/06/24
1885,Imaran Radhakrishnan,14/01/24
1886,Eta Sibal,02/01/25
1887,Mitesh Golla,27/08/24
1888,Indrajit Randhawa,07/03/24
1889,Tara Dugal,22/04/25
1890,Chandresh Dave,21/05/25
1891,Anika Babu,11/02/24
1892,Maanav Dalal,07/11/24
1893,Madhavi Vala,05/07/24
1894,Raksha Thakkar,27/05/25
1895,Nidhi Zacharia,18/06/24
1896,Brijesh Manda,28/01/24
1897,Lakshit Borah,04/03/24
1898,Ati Balakrishnan,14/11/23
1899,Amrita Sarna,12/01/25
1900,Lavanya Arya,24/08/23
1901,Nimrat Gopal,07/09/23
1902,Qadim Biswas,30/11/23
1903,Vamakshi Garde,12/06/24
1904,Faqid Ram,24/08/23
1905,Hemangini Deshpande,10/05/24
1906,Samesh Oommen,10/07/23
1907,Upasna Chad,01/09/24
1908,Wazir Saran,03/12/23
1909,Wishi Kant,25/09/24
1910,Bakhshi Parmar,16/03/24
1911,Laksh Kashyap,10/10/24
1912,Jagrati Soni,04/02/24
1913,Victor Prabhakar,19/10/23
1914,Tanvi Muni,13/03/25
1915,Falak Bajwa,26/10/23
1916,Harrison Sundaram,23/09/23
1917,Meghana Korpal,06/04/24
1918,Daksha Sem,23/06/23
1919,Luke Barman,22/06/23
1920,Anamika Zachariah,20/02/24
1921,Jalsa Subramaniam,01/11/23
1922,Widisha Dani,12/02/25
1923,Ganga Ganguly,11/05/24
1924,Lavanya Kapoor,19/11/23
1925,Qadim Jayaraman,10/07/24
1926,Omaja Sha,31/07/23
1927,Yachana Saha,12/10/24
1928,Janani Bail,30/09/24
1929,Frado Sani,27/12/24
1930,Ucchal Mani,21/04/25
1931,Jalsa Bhatt,08/07/23
1932,Samesh Manne,30/09/23
1933,Yatan Soman,16/10/23
1934,Rajata Soni,25/10/24
1935,Varenya Basu,14/03/25
1936,Mugdha Nadig,27/08/23
1937,Jagdish Halder,02/05/25
1938,Yatan Bassi,09/09/24
1939,Dominic Shanker,16/09/24
1940,Aarush Gade,19/11/24
1941,Girish Gole,14/04/25
1942,Krishna Chakrabarti,27/10/23
1943,Udant Deep,17/10/24
1944,Balveer Varughese,05/04/24
1945,Gopal Das,23/02/24
1946,Meera Chaudhari,09/08/23
1947,Laksh Barad,08/10/24
1948,Gauri Chaudhary,08/04/24
1949,Anirudh Tella,12/06/23
1950,Lucky Yohannan,25/12/23
1951,Jeremiah Majumdar,04/10/24
1952,Upkaar Grover,20/09/24
1953,Kevin Aggarwal,12/09/24
1954,Owen Rao,08/10/23
1955,Nitesh Chahal,09/06/23
1956,Zarna Balay,12/04/25
1957,Chakradev Brahmbhatt,24/02/25
1958,Jacob Anne,22/09/23
1959,Tanay Lala,27/01/25
1960,Nisha Sarraf,26/10/23
1961,Raksha Kaur,01/02/25
1962,Harsh Bhakta,19/07/24
1963,Faris Muni,04/08/23
1964,Rehaan Tailor,17/07/23
1965,Vihaan Anand,19/02/24
1966,Ekantika Badal,10/12/23
1967,Quincy Dugar,21/04/24
1968,Jairaj Keer,24/12/23
1969,Xalak Char,29/01/24
1970,Theodore Kanda,30/11/23
1971,Zayyan Walla,21/12/23
1972,Aarnav Peri,24/03/25
1973,Chanakya Manne,03/07/23
1974,Kalpit Barad,03/02/24
1975,Lavanya Khalsa,05/08/23
1976,Qushi Sibal,30/11/23
1977,Warda Palla,09/09/24
1978,Adya More,27/04/24
1979,Peter Master,11/08/24
1980,Omisha Goswami,21/09/23
1981,Rajata Dugar,19/09/23
1982,Vaishnavi Jayaraman,18/09/23
1983,Radha Srinivas,03/08/24
1984,Ranbir Tata,19/02/24
1985,Ishwar Sem,05/09/23
1986,Ekavir Dubey,12/09/23
1987,Sanya Samra,09/03/25
1988,Patrick Subramanian,05/06/24
1989,Gaurangi Sodhi,28/07/24
1990,Mitesh Nayak,02/04/24
1991,Ekbal Sundaram,13/04/24
1992,Yashica Golla,05/07/24
1993,Finn Kanda,21/06/23
1994,Lohit Pradhan,07/03/25
1995,Om Madan,17/11/24
1996,Hredhaan Reddy,27/10/24
1997,Maya Bassi,11/04/24
1998,Vansha Oza,08/07/23
1999,Lohit Bedi,31/05/24
2000,Harrison Shankar,03/07/23
2001,Balhaar Wali,22/10/23
2002,Zayan Tak,26/12/24
2003,Devansh Keer,30/12/23
2004,Lipika Raman,23/08/23
2005,Xavier Prabhu,14/10/24
2006,Warjas Bains,25/11/24
2007,Henry Koshy,27/01/25
2008,Megha Ram,05/06/23
2009,Mason Nagar,01/03/24
2010,Balendra Konda,12/07/23
2011,Daksha Sane,16/10/24
2012,Niharika Sharaf,17/11/23
2013,Anirudh Zacharia,08/07/23
2014,Dev Sood,08/02/24
2015,Shivani Luthra,09/11/23
2016,Dayita Varkey,15/07/23
2017,Vedhika Saha,24/02/24
2018,Triya Dasgupta,05/04/25
2019,Jeremiah Varghese,07/09/24
2020,Theodore Koshy,23/01/24
2021,Tanish Kalla,09/03/25
2022,Brijesh Swamy,05/05/25
2023,Fitan Peri,02/01/25
2024,Kashvi Loke,11/04/24
2025,Nidhi Devan,11/10/23
2026,Janaki Tripathi,07/11/23
2027,Siya Master,28/01/25
2028,Rushil Mody,16/01/24
2029,Pranit Bhatia,14/06/23
2030,Hemani Tailor,25/11/24
2031,Zehaan Jain,07/02/25
2032,Atharv Rastogi,18/01/24
2033,Krish Behl,15/04/25
2034,Aarush Johal,04/01/25
2035,Laksh Mody,02/05/24
2036,Aishani Saran,11/11/24
2037,Karan Parmer,14/01/24
2038,Tarak Varughese,07/10/24
2039,Arin Sawhney,02/08/23
2040,Jason Deshmukh,26/07/24
2041,Vritti Lad,13/11/23
2042,Krishna Sodhi,15/01/25
2043,Shivansh Khanna,26/10/24
2044,Oviya Bal,08/04/25
2045,Madhavi Kaul,17/10/24
2046,Yagnesh Sunder,21/06/23
2047,Nilima Loyal,16/12/24
2048,Liam Shankar,21/02/24
2049,Ira Gandhi,28/12/24
2050,Balvan Gulati,03/11/23
2051,Wahab Bains,05/10/23
2052,Jatin Date,15/10/24
2053,Yoshita Mani,04/11/23
2054,Noah Soni,12/12/23
2055,Darsh Shan,08/05/24
2056,Maya Khatri,08/08/24
2057,Simon Tella,26/06/23
2058,Ishaan Soman,28/09/24
2059,Ranbir Magar,01/06/24
2060,Tara Chatterjee,13/07/24
2061,Yashoda Agarwal,02/05/25
2062,Quincy Verma,02/03/25
2063,Abhimanyu De,17/12/24
2064,Reva Sehgal,14/12/23
2065,Christopher Joshi,14/09/23
2066,Jason Mangat,30/09/24
2067,Sneha Luthra,21/05/24
2068,Yashodhara Parekh,24/05/25
2069,Lakshmi Kaul,19/01/25
2070,Aadi Purohit,18/06/23
2071,Bhavini Luthra,03/07/23
2072,Dipta Kunda,12/07/24
2073,Sai Rao,11/01/24
2074,Shivansh Korpal,11/04/24
2075,Chatresh Jain,18/09/24
2076,Ekaraj Thakur,14/12/23
2077,Tanveer Master,27/12/23
2078,Avi Srivastava,12/09/23
2079,Elijah Bir,10/08/24
2080,Waida Borah,18/06/24
2081,Anthony Chand,03/12/23
2082,Charvi Bandi,26/07/24
2083,Qadim Verma,04/12/23
2084,Aarush Tailor,12/03/25
2085,Upasna Bala,13/06/24
2086,Onkar Lad,31/03/24
2087,Liam Mane,30/10/23
2088,Zilmil Rao,26/07/24
2089,Hitesh Behl,16/01/25
2090,Rushil Sule,20/09/23
2091,Tara Kunda,21/06/24
2092,Lopa Chaudhry,25/01/25
2093,Joshua Pillay,06/09/23
2094,Reyansh Bhattacharyya,09/05/24
2095,Ranveer Walla,31/05/24
2096,Krishna Bassi,07/09/23
2097,Kalpit Natarajan,02/02/25
2098,Samar Behl,09/08/24
2099,Ishita Shetty,06/02/25
2100,Zayyan Bail,17/05/24
2101,David Radhakrishnan,22/01/25
2102,Yatin Chadha,22/09/23
2103,Ojasvi Khurana,21/02/25
2104,Turvi Nanda,12/08/23
2105,Rajata Kara,15/09/23
2106,Mekhala Natt,29/09/24
2107,Ekalinga Walla,30/05/24
2108,Chavvi Gola,27/10/23
2109,Kamya Kothari,12/02/24
2110,Bachittar Kakar,14/04/25
2111,Vamakshi Dugal,12/04/25
2112,Praneel Rama,04/01/24
2113,Reyansh Bhagat,02/08/24
2114,Amaira Rajagopalan,01/09/24
2115,Manbir Chand,13/12/23
2116,Azaan Sarin,26/02/24
2117,Om Badami,11/05/25
2118,Ubika Minhas,25/12/24
2119,Warjas Yohannan,02/04/25
2120,Henry Nayar,19/01/24
2121,Yash Acharya,20/08/24
2122,Jhalak Rau,19/07/23
2123,Urishilla Shetty,17/02/25
2124,Januja Borra,06/05/25
2125,Qadim Kaur,22/03/25
2126,Ayush Ramakrishnan,02/08/23
2127,Yutika Bajaj,10/04/24
2128,Lekha Kalla,02/01/25
2129,Saksham Chokshi,10/03/24
2130,Akshay Bhalla,20/07/24
2131,Watika Sankaran,27/01/25
2132,Sneha Rajan,18/10/24
2133,Christopher Trivedi,25/12/23
2134,Gauri Khanna,08/05/24
2135,Daksha Muni,08/01/24
2136,Darsh Walla,14/04/25
2137,Vasudha Vig,27/02/24
2138,Lucky Shenoy,14/09/24
2139,Girish Mander,16/02/24
2140,Abhimanyu Ratti,29/11/23
2141,Anusha Mittal,11/12/24
2142,Shivani Trivedi,23/04/25
2143,Kala Kara,18/02/24
2144,Lucky Shankar,28/11/23
2145,Dominic Chana,08/11/23
2146,Vritti Sundaram,16/09/24
2147,Charan Soni,23/01/24
2148,Warinder Handa,24/04/24
2149,Yug Choudhry,11/03/24
2150,Abhimanyu Talwar,05/06/24
2151,Elijah Nair,03/03/24
2152,Jackson Ramanathan,10/03/25
2153,Rachana Mand,09/02/25
2154,Libni Ganesan,23/04/25
2155,Yatan Kala,21/07/23
2156,Jasmit Pathak,25/07/24
2157,Niharika Gopal,25/12/24
2158,Fitan Bhattacharyya,13/06/23
2159,Kamala Deshmukh,10/02/25
2160,Tamanna Narain,23/03/25
2161,Aarini Saxena,16/10/23
2162,Divya Mane,30/04/25
2163,Nikita Pai,08/03/25
2164,Upasna Yadav,13/08/24
2165,Hemangini Choudhury,23/03/24
2166,Anay Rout,02/01/25
2167,Ubika Krishnamurthy,02/12/23
2168,Ekani Saran,31/05/24
2169,Caleb Bal,19/01/24
2170,Qabil Mander,08/12/24
2171,Saksham Barad,04/05/25
2172,Krishna Sur,19/01/25
2173,Mitesh Raman,18/05/25
2174,Osha Ganesh,25/07/23
2175,Rishi Gola,24/06/23
2176,Darsh Kamdar,14/07/24
2177,Ayaan Pall,09/09/23
2178,Atharv Rege,26/06/23
2179,Maanav Om,30/09/23
2180,Wridesh Vig,05/10/23
2181,Darika Rajan,30/12/23
2182,Kevin Ray,08/04/24
2183,Aadi Prabhakar,09/06/24
2184,Ansh Lad,11/11/24
2185,Vanya Memon,23/04/25
2186,Brijesh Kapoor,24/11/24
2187,Pranit Narayan,27/08/24
2188,Finn Jain,12/05/24
2189,Urmi Chaudhry,10/11/23
2190,Jack Garg,26/12/23
2191,Ishani Varughese,22/10/23
2192,Nandini Palla,12/07/23
2193,Meera Prabhakar,08/05/25
2194,Warhi Sagar,27/01/24
2195,Zinal Sarna,20/01/25
2196,Jagvi Loyal,02/08/24
2197,Nakul Suresh,13/11/24
2198,Matthew Bal,29/04/25
2199,Rehaan Balan,27/12/23
2200,Indrajit Lal,20/12/23
2201,Jai Batta,20/09/24
2202,Bhavika Pingle,23/02/25
2203,Samuel Oza,04/04/24
2204,Bakhshi Issac,06/02/24
2205,Jackson Chaudhary,27/05/24
2206,Indrajit Kalla,14/09/23
2207,Anjali Saini,17/06/23
2208,Bahadurjit Din,10/04/24
2209,Forum Date,24/04/25
2210,Max Dash,05/09/23
2211,Shivani Grewal,07/09/24
2212,Inaya Sinha,31/07/23
2213,Victor Raman,27/11/23
2214,Aarnav Bhatnagar,29/04/24
2215,Dayita Prasad,02/08/24
2216,Azad Ganesh,28/04/24
2217,Arya Virk,14/02/24
2218,Ethan Sanghvi,22/03/24
2219,Rushil Rege,17/06/23
2220,Anthony Buch,09/09/24
2221,Ucchal Thakkar,19/12/24
2222,Vrishti Mangal,20/09/24
2223,Vedhika Naik,01/07/24
2224,Ekani Sunder,07/05/24
2225,Udant Kannan,25/08/24
2226,Ria Pandit,07/06/24
2227,Prisha Grewal,23/09/24
2228,Timothy Krishna,21/07/24
2229,Tejas Kurian,30/07/24
2230,Urvashi Jaggi,26/07/23
2231,Aryan Sant,24/08/24
2232,Jagat Sankaran,13/05/25
2233,Ikshita Kibe,06/06/24
2234,Jack Verma,25/01/24
2235,Ridhi Toor,26/09/24
2236,Pranit Gill,14/06/24
2237,Farhan Grover,12/08/24
2238,Kevin Patil,06/11/24
2239,Hredhaan Maharaj,17/07/24
2240,Bhavna Khalsa,19/11/23
2241,Ojasvi Barad,01/12/24
2242,Yashodhara Chander,25/10/23
2243,Jeet Ravi,29/07/23
2244,Qadim Narula,18/03/25
2245,Anmol Srivastava,03/10/23
2246,Amaira Balasubramanian,15/09/24
2247,Gopal Nayak,17/04/25
2248,Upma Kibe,24/02/24
2249,Tanmayi Sharma,25/12/24
2250,Madhavi Chaudry,20/07/24
2251,Bina Sabharwal,29/05/23
2252,Deepa Kashyap,17/12/24
2253,Bina Konda,19/03/25
2254,Jagrati Thaman,04/06/23
2255,Victor Doctor,04/10/23
2256,Advay Saraf,04/02/24
2257,Nandini Sur,28/08/24
2258,Geetika Sarraf,27/12/23
2259,Vasana Chad,04/08/24
2260,Amruta Raman,15/04/25
2261,Libni Dhar,20/06/23
2262,Lila Vora,18/12/24
2263,Ishaan Rama,01/03/25
2264,Nandini Mittal,24/06/23
2265,Omaja Nagarajan,10/02/25
2266,Lopa Barad,02/02/24
2267,Tara Cherian,15/05/24
2268,Bhavna Patel,02/08/23
2269,Kala Chaudry,20/08/23
2270,Charan Gaba,09/03/25
2271,Faras Krishnan,29/01/25
2272,Adweta Bala,23/03/24
2273,Girish Prabhakar,19/08/23
2274,Peter Deol,05/09/23
2275,Nandini Chahal,06/08/23
2276,Daksha Chana,24/01/25
2277,Wahab Om,11/01/25
2278,Zinal Mital,22/06/23
2279,Aashi Kamdar,29/02/24
2280,Abha Parikh,08/07/23
2281,Ekanta Bahl,21/08/23
2282,Advay Bera,24/12/23
2283,Gagan Parikh,02/02/24
2284,Bishakha Gopal,20/02/25
2285,Garima Choudhury,14/03/25
2286,Varsha Sabharwal,06/10/23
2287,Prisha Doshi,31/08/24
2288,Chasmum Barman,28/05/23
2289,Gayathri Chowdhury,25/05/25
2290,Champak Murthy,28/12/24
2291,Nikita Kibe,02/03/25
2292,Onveer Bansal,21/04/25
2293,Liam Sampath,04/02/25
2294,Mohini Sagar,13/01/24
2295,Manbir Karnik,11/07/24
2296,Darika Kapadia,31/07/24
2297,Balvan Pathak,22/05/25
2298,Pallavi Zacharia,01/02/25
2299,Jacob Mukhopadhyay,17/05/25
2300,Jalsa Yogi,09/03/24
2301,Aashi Menon,15/01/24
2302,Oscar Mandal,15/12/24
2303,Kamala Sengupta,16/11/23
2304,Sanaya Kothari,30/11/24
2305,Tanveer Sastry,28/01/24
2306,Xiti Verma,04/01/24
2307,Rohan Bhatt,29/11/24
2308,Neel Kala,05/08/23
2309,Neha Behl,02/05/24
2310,Hamsini Tiwari,19/12/23
2311,Fitan Oak,31/10/23
2312,Sarthak Dash,15/12/24
2313,Gautam Goda,14/08/23
2314,Ekiya Kumar,07/09/24
2315,Charita Dhaliwal,08/10/23
2316,Chaitaly Behl,26/11/23
2317,Aachal Chowdhury,17/09/23
2318,Yashvi De,30/06/24
2319,Ayush Guha,23/12/23
2320,Ekani Kale,13/04/25
2321,Megha Narang,15/07/24
2322,Advaith Deol,19/06/23
2323,Parth Issac,14/03/24
2324,Jalsa Thakkar,13/07/23
2325,Xavier Sinha,30/07/24
2326,Joshua Mohan,15/01/25
2327,Onkar Mane,06/05/25
2328,Shaurya Yogi,21/08/24
2329,Ikshita Dixit,07/08/23
2330,Anika Mitter,01/01/24
2331,Reyansh Dugal,10/03/24
2332,Nathaniel Bawa,13/06/24
2333,Vidhi Handa,05/10/24
2334,Reyansh Varty,01/05/25
2335,Karan Bora,13/10/24
2336,Saumya Rastogi,06/04/24
2337,Inaya Wagle,21/11/24
2338,Rayaan Agrawal,25/03/25
2339,Devansh Palla,20/11/23
2340,Lekha Keer,26/11/24
2341,Nidra Kala,07/04/24
2342,Advika Desai,17/10/24
2343,Zaid Pau,18/09/24
2344,Siddharth Rajan,12/11/24
2345,Oeshi Sampath,11/06/24
2346,Chandran Baria,09/12/24
2347,Waida Bal,27/03/24
2348,Megha Vyas,03/06/23
2349,Robert Kibe,30/08/24
2350,Fitan Shanker,02/06/24
2351,Shaurya Keer,06/04/24
2352,Sneha Brar,14/09/24
2353,Priya Misra,25/02/25
2354,Advik Ganesan,14/06/23
2355,Yashica Nayak,05/04/25
2356,Wridesh Guha,15/03/25
2357,Omisha Narula,03/07/23
2358,Jatin Anand,05/10/24
2359,Rachana Dash,10/02/24
2360,Lohit Luthra,17/12/24
2361,Jyoti Sarna,24/01/24
2362,Aarini Natarajan,12/08/24
2363,Yamini Merchant,09/01/24
2364,Falak Bath,13/06/23
2365,Meghana Wable,27/08/23
2366,Mugdha Master,01/05/25
2367,Ubika Sood,19/12/24
2368,Anya Kala,22/11/24
2369,Diya Sarna,11/10/23
2370,Falguni Nanda,17/03/25
2371,Ekavir Korpal,27/06/23
2372,Madhavi Dhar,29/02/24
2373,Janaki Sahota,01/11/23
2374,Ekiya Dayal,31/05/24
2375,Yashodhara Muni,27/09/24
2376,Kavya Kapoor,05/11/23
